,Twitter_Handle,First_Name,Last_Name,Genre,Loc,Lang,Created On,Age Of Account,Tweets,Followers,Following,Favorites Count
339,@haroldpollack,Harold,Pollack,Economists,NA,Eng,12/25/2009,3111.0,65221.0,20535.0,2426.0,7087.0
340,@econoflove,Shoshana,Grossbard,Economists,San Diego USA,Eng,07/06/2009,3283.0,17550.0,4155.0,2334.0,4083.0
341,@SBronars,Stephen,Bronars,Economists,NA,Eng,07/11/2011,2548.0,4965.0,2951.0,606.0,98.0
342,@joebrusuelas,Joseph,Brusuelas,Economists,New York City,Eng,01/28/2010,3077.0,21988.0,9073.0,3127.0,25148.0
343,@IanShepherdson,Ian,Shepherdson,Economists,NA,Eng,07/06/2011,2553.0,4291.0,11640.0,518.0,254.0
344,@bill_easterly,William,Easterly,Economists,New York City,Eng,04/27/2009,3353.0,13459.0,109915.0,1990.0,443.0
345,@AllisonSchrager,Allison,Schrager,Economists,NA,Eng,10/12/2009,3185.0,3312.0,5811.0,800.0,922.0
346,@RBReich,Robert,Reich,Economists,NA,Eng,05/26/2010,2959.0,8133.0,593550.0,220.0,588.0
347,@TimDuy,Tim,Duy,Economists,NA,Eng,09/06/2011,2491.0,18455.0,8760.0,329.0,7601.0
348,@kyrstensinema,Kyrsten,Sinema,Social_workers,Phoenix,Eng,02/13/2009,3426.0,14450.0,33342.0,300.0,269.0
349,@RepBarbaraLee,Barbara,Lee,Social_workers,"Washington, DC and Oakland, CA",Eng,02/07/2011,2702.0,7902.0,186256.0,16311.0,3387.0
350,@MikeLICSW,Mike,Langlois,Social_workers,NA,Eng,10/04/2010,2828.0,3996.0,5950.0,6198.0,323.0
351,@njsmyth,Nancy,Smyth,Social_workers,"Buffalo, NY, USA",Eng,11/18/2008,3513.0,24417.0,6614.0,4833.0,4157.0
352,@socworkpodcast,Jonathan,Singer,Social_workers,"Chicago, IL",Eng,09/09/2009,3218.0,45415.0,14241.0,793.0,22408.0
353,@johannagreeson,Johanna,Greeson,Social_workers,"Philadelphia, PA",Eng,04/04/2009,3376.0,7981.0,1857.0,2582.0,182.0
354,@JimmySW,Jimmy,Young,Social_workers,NA,Eng,10/23/2009,3174.0,10335.0,2544.0,1997.0,2276.0
355,@tiziana_dearing,Tiziana,dearing,Social_workers,NA,Eng,10/28/2008,3534.0,4350.0,1456.0,430.0,1533.0
356,@ProfessorChic,Jamie,Mitchell,Social_workers,NA,Eng,04/04/2011,2646.0,79770.0,1455.0,572.0,24906.0
357,@DrKumarVishwas,Kumar,Vishwas,Social_workers,"Ghaziabad,New Delhi",Eng,05/08/2010,2977.0,26825.0,4806304.0,97.0,88151.0
358,@drjoekort,Joe,Kort,Social_workers,"ÜT: 42.439627,-82.892816",Eng,12/09/2008,3492.0,5527.0,2498.0,1027.0,2637.0
359,@BDUTT,Barkha,Dutt,Social_workers,India ,Eng,02/02/2009,3437.0,118522.0,6818159.0,1572.0,27895.0
360,@RaggiKotak,Raggi,Kotak,Social_workers,NA,NA,03/03/2016,851.0,942.0,340.0,400.0,1118.0
361,@Martha7144,Martha,Campbell,Social_workers,"Belfast, Northern Ireland",Eng,08/04/2015,1063.0,445.0,335.0,1172.0,1092.0
