,Influencers,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago,AgeOfTweet,TweetAgeType
294,BarackObama,06/18/2017,"Of all that I've done in my life, I'm most proud to be Sasha and Malia's dad. To all those lucky enough to be a dad… https://t.co/XSqMhcSuvR",0.7346,0.205,0.0,0.795,906,379,3
295,BarackObama,06/02/2017,"On this National Gun Violence Awareness Day, let your voice be heard and show your commitment to reducing gun viole… https://t.co/S7dth6Ywb0",-0.743,0.091,0.312,0.596,905,395,3
296,BarackObama,05/29/2017,Forever grateful for the service and sacrifice of all who fought to protect our freedoms and defend this country we… https://t.co/BwRS0onlOL,0.6705,0.288,0.085,0.627,904,399,3
297,BarackObama,05/27/2017,Good to see my friend Prince Harry in London to discuss the work of our foundations &amp; offer condolences to victims… https://t.co/f1U8It8AmE,0.7269,0.234,0.0,0.766,903,401,3
298,BarackObama,05/25/2017,"Through faith, love, and resolve the character of the people of Manchester has shown itself.  Our thoughts &amp; prayer… https://t.co/xyMer891Zo",0.8625,0.361,0.0,0.639,902,403,3
299,BarackObama,05/23/2017,Our hearts go out to those killed and wounded in Manchester. Americans will always stand shoulder to shoulder with the people of the UK.,-0.6705,0.0,0.164,0.836,901,405,3
300,BarackObama,05/22/2017,"Excited to hear from Sierra, Imani, Filiz, and Benedikt who are making a difference at home and abroad. See you in… https://t.co/bF1kB1GvxC",0.34,0.107,0.0,0.893,900,406,3
301,BarackObama,05/14/2017,"Happy Mother's Day to my love and partner on this journey @MichelleObama, and to all the wonderful, hardworking mothers out there.",0.9118,0.392,0.0,0.608,899,414,3
302,BarackObama,05/03/2017,"We're rolling up our sleeves again, back where it all started. Join us at https://t.co/GYkEOK8EuT. https://t.co/UlyvNrQvZR",0.296,0.128,0.0,0.872,898,425,3
303,BarackObama,05/02/2017,"Well said, Jimmy. That's exactly why we fought so hard for the ACA, and why we need to protect it for kids like Bil… https://t.co/jB3LXT94Ok",0.4649,0.23,0.133,0.638,897,426,3
304,BarackObama,04/24/2017,RT @ObamaFoundation: It’s a beautiful day on the South Side. https://t.co/PtoaFbww0s,0.5994,0.302,0.0,0.698,896,434,3
305,BarackObama,03/23/2017,My heart goes out to the victims and their families in London. No act of terror can shake the strength and resilience of our British ally.,-0.6597,0.095,0.284,0.621,895,466,3
306,BarackObama,03/19/2017,"Chuck Berry rolled over everyone who came before him – and turned up everyone who came after.  We'll miss you, Chuck.  Be good.",0.3182,0.118,0.065,0.816,894,470,3
307,BarackObama,03/08/2017,"On International Women’s Day, @MichelleObama and I are inspired by all of you who embrace your power to drive chang… https://t.co/Er9mIQlmgr",0.6705,0.234,0.0,0.766,893,481,3
308,BarackObama,03/02/2017,RT @ObamaFoundation: Courage comes in many forms. Who in your local community or neighborhood leads by example? #ProfileInCourage https://t…,0.4939,0.151,0.0,0.849,892,487,3
309,BarackObama,03/02/2017,Humbled to be recognized by a family with a legacy of service. Who's your #ProfileInCourage? Tell me about them:… https://t.co/25Ohhab8Xn,0.0,0.0,0.0,1.0,891,487,3
310,BarackObama,02/17/2017,We asked. You answered. https://t.co/mAJvko6VqR,0.0,0.0,0.0,1.0,890,500,3
311,BarackObama,02/14/2017,"Happy Valentine’s Day, @michelleobama! Almost 28 years with you, but it always feels new. https://t.co/O0UhJWoqGN",0.3903,0.159,0.0,0.841,889,503,3
312,BarackObama,01/22/2017,I read letters like these every single day. It was one of the best parts of the job – hearing from you. https://t.co/so1luBcszV,0.7717,0.261,0.0,0.739,888,526,3
313,BarackObama,01/20/2017,RT @ObamaFoundation: Add your voice: https://t.co/mA9MSHmi7o https://t.co/Uf7oEvkZF3,0.0,0.0,0.0,1.0,887,528,3
314,BarackObama,01/20/2017,"In the meantime, I want to hear what you're thinking about the road ahead. So share your ideas with me here: https://t.co/GYkEOK8EuT",0.4882,0.18,0.0,0.82,886,528,3
315,BarackObama,01/20/2017,"Hi everybody! Back to the original handle. Is this thing still on? Michelle and I are off on a quick vacation, then we’ll get back to work.",0.3802,0.097,0.0,0.903,885,528,3
316,BarackObama,01/10/2017,"Tonight, President Obama reflects on eight years of progress. Watch the #FarewellAddress at 9 pm ET: https://t.co/ZnwTsg155B #ObamaFarewell",0.4215,0.149,0.0,0.851,884,537,3
317,BarackObama,11/05/2016,"RT @OFA: ""Thanks to the Affordable Care Act, your coverage is better today than it was before.""

Watch the weekly address: https://t.co/Pfk…",0.8402,0.321,0.0,0.679,883,604,3
318,BarackObama,11/05/2016,"In the weekly address, President Obama discusses what #Obamacare has done to improve health care. https://t.co/VdQlyrSZhx",0.7269,0.303,0.0,0.697,882,604,3
319,BarackObama,11/04/2016,"Let's keep working to keep our economy on a better, stronger course. https://t.co/bV2BVjyj7a",0.6705,0.355,0.0,0.645,881,604,3
320,BarackObama,11/04/2016,The landmark #ParisAgreement enters into force today—we must keep up the momentum to #ActOnClimate. https://t.co/Cyw5Udaoro,0.0772,0.085,0.0,0.915,880,605,3
321,BarackObama,11/04/2016,"The economy added 161,000 jobs in October, and wages are up 2.8 percent over the past year. https://t.co/pJxjgLnjCt #JobsReport",0.0,0.0,0.0,1.0,879,605,3
322,BarackObama,11/03/2016,There are a lot of plans out there. Check your options and lock in the one that's best for you: https://t.co/buFY9ozDz4 #GetCovered,0.6369,0.174,0.0,0.826,878,606,3
323,BarackObama,11/03/2016,"The positive impact of #Obamacare is undeniable, but there's one big factor holding many states back: https://t.co/7XebIdRX34",0.3182,0.126,0.0,0.874,877,606,3
324,BarackObama,11/03/2016,RT @POTUS: It happened: @Cubs win World Series. That's change even this South Sider can believe in. Want to come to the White House before…,0.6249,0.181,0.0,0.819,876,606,3
325,BarackObama,11/02/2016,Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCovered https://t.co/e1KoXcPtpU,0.3182,0.126,0.0,0.874,875,607,3
326,BarackObama,11/02/2016,"Thanks to #Obamacare, quality health care is available to everyone. The marketplace is now open—make sure you and y… https://t.co/89gl6pzMGD",0.8126,0.331,0.0,0.669,874,607,3
327,BarackObama,11/02/2016,RT @lacasablanca: La típica Latina tarda 22 meses en ganar lo que un hombre blanco gana en 12 meses. Tenemos que cerrar la brecha salarial.…,0.0,0.0,0.0,1.0,873,607,3
328,BarackObama,11/01/2016,"RT @WhiteHouse: On #LatinaEqualPay Day, we mark the work that remains to ensure that all Americans receive equal pay for equal work. https:…",0.296,0.104,0.056,0.84,872,607,3
329,BarackObama,11/01/2016,Community organizing never goes out of style. Shop now: https://t.co/LXEbQdKLLT https://t.co/E56ofoU36i,0.0,0.0,0.0,1.0,871,608,3
330,BarackObama,11/01/2016,"With #Obamacare, people can focus on treatment for pre-existing conditions without the fear of coverage being cappe… https://t.co/jvdFY87XBu",0.3875,0.134,0.0,0.866,870,608,3
331,BarackObama,11/01/2016,"The Obamacare marketplace is now open. If you're uninsured, now is the time to shop for a plan and #GetCovered.… https://t.co/Spjlga4eTT",0.0,0.0,0.0,1.0,869,608,3
332,BarackObama,10/31/2016,RT @FLOTUS: Open enrollment starts tomorrow! Check out your options at https://t.co/dg57hwz5of and share your #GetCovered story. https://t.…,0.3595,0.128,0.0,0.872,868,608,3
333,BarackObama,10/31/2016,Lions and Tiggers and bears! Oh my! #HappyHalloween https://t.co/iU4fjBhi0Y,0.0,0.0,0.0,1.0,867,608,3
334,BarackObama,10/31/2016,Usted y su familia merecen la tranquilidad de saber que están cubiertos. El mercado de seguros abre mañana. https://t.co/9iRCkLRGZD,0.0,0.0,0.0,1.0,866,609,3
335,BarackObama,10/31/2016,"Speak up in support of quality, affordable health care for all. https://t.co/rGsSguMxvj",0.7096,0.371,0.0,0.629,865,609,3
336,BarackObama,10/31/2016,There's nothing to be scared of when searching for health insurance. Three in four people can #GetCovered for less… https://t.co/BUmnRO9B3E,0.3412,0.112,0.0,0.888,864,609,3
337,BarackObama,10/31/2016,Open enrollment begins tomorrow—make sure you and your loved ones #GetCovered. https://t.co/2aak7Bt0s3,0.7351,0.383,0.0,0.617,863,609,3
338,BarackObama,10/30/2016,"RT @OFA: Witch plan is best for you? Thanks to Obamacare, even pre-existing conditions can't stop you from comparing your options. #GetCove…",0.7571,0.305,0.085,0.61,862,609,3
339,BarackObama,10/28/2016,Senate leaders' obstruction of our Supreme Court nomination process is unacceptable. Say so: https://t.co/t3pYMO8Fp0 #DoYourJob,0.1531,0.184,0.153,0.663,861,612,3
340,BarackObama,10/28/2016,Senate leaders should put the common good above politics—the integrity of our nation's highest court depends on it.… https://t.co/iRVCEl1pzf,0.6705,0.244,0.0,0.756,860,612,3
341,BarackObama,10/27/2016,Don't ghost on your health and well-being—your chance to #GetCovered is coming up. Open enrollment starts November… https://t.co/qwNLazuPiz,0.4519,0.198,0.0,0.802,859,612,3
342,BarackObama,10/27/2016,Climate change is happening now. Denial is dangerous. https://t.co/0Nlf8Fst4u,-0.4767,0.0,0.279,0.721,858,613,3
343,BarackObama,10/27/2016,"If you're willing to work hard and play by the rules, you should be able to get ahead. https://t.co/394hdJttgO",0.25,0.115,0.067,0.817,857,613,3
344,BarackObama,10/27/2016,President Obama lays out just a few of the ways in which #Obamacare has helped millions of Americans. https://t.co/qeqHRLz0ID,0.0,0.0,0.0,1.0,856,613,3
345,BarackObama,10/27/2016,New report: Renewable energy installations are beating fossil fuel installations for the first time. https://t.co/MMhIdu4jzt #ActOnClimate,-0.2263,0.11,0.157,0.733,855,613,3
346,BarackObama,10/27/2016,Obamacare has helped millions of Americans gain the peace of mind that comes with coverage. Show your support: https://t.co/NfrG7DHL5C,0.8625,0.375,0.0,0.625,854,613,3
347,BarackObama,10/26/2016,"This is what happens when we focus on building an economy that works for everyone, not just those at the top. https://t.co/op3Z74rPeI",0.2023,0.079,0.0,0.921,853,614,3
348,BarackObama,10/26/2016,"No one's too wrapped up in pre-existing conditions to #GetCovered. 
Thanks to Obamacare, you can find a plan that m… https://t.co/C7H9TZdxeU",0.1779,0.126,0.095,0.779,852,614,3
349,BarackObama,10/26/2016,Help protect the progress we've made in helping millions of Americans get covered. Add your name now: https://t.co/HQSZKPl1eH,0.8519,0.424,0.0,0.576,851,614,3
350,BarackObama,10/26/2016,DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCovered https://t.co/9RGG5Pr4mb,0.0,0.0,0.0,1.0,850,614,3
351,BarackObama,10/25/2016,"Women, the sick, survivors—they all deserve fair treatment in our health care system. #Obamacare https://t.co/G948HN7pzV",0.296,0.264,0.159,0.577,849,615,3
352,BarackObama,10/25/2016,Don't get tripped up by misinformation. Join the @OFA Truth Team today: https://t.co/wJZj1QCxXm https://t.co/vwwDgFHq6A,0.296,0.253,0.129,0.618,848,615,3
353,BarackObama,10/25/2016,"RT @SecBurwell: Most people shopping on @HealthCareGov will again find plans with premiums of less than $75/month, thanks to financial assi…",0.3892,0.116,0.0,0.884,847,615,3
354,BarackObama,10/25/2016,Be proud of the progress we've made together—wear the mark of this movement. https://t.co/fYf2O9WAwG https://t.co/1Z4yJmYh4E,0.7096,0.312,0.0,0.688,846,615,3
355,BarackObama,10/24/2016,Strong policies that help working families get ahead are good for our economy. https://t.co/QRRhibjZCl,0.836,0.447,0.0,0.553,845,616,3
356,BarackObama,10/24/2016,The four-week average of jobless claims fell to the lowest level since 1973—a sign of a healthy labor market. https://t.co/Lv7DnRM2DY,0.0258,0.121,0.117,0.762,844,616,3
357,BarackObama,10/24/2016,"Since 2010, America's uninsured rate has been cut in half. Help build on that progress—join Team #Obamacare today: https://t.co/MhIICuE17A",0.1531,0.124,0.096,0.78,843,616,3
358,BarackObama,10/24/2016,"RT @OFA: It's working.
It's saving lives.
And we're not going back.
Retweet to show your support. https://t.co/YOBeMMSYP8",0.4019,0.137,0.0,0.863,842,616,3
359,BarackObama,10/24/2016,"Health care is a right, not a privilege—and #Obamacare works to protect that right for millions of Americans. https://t.co/B7fO8rhggW",0.7003,0.279,0.0,0.721,841,616,3
360,BarackObama,10/21/2016,Don't get tripped up by misinformation. Join the @OFA Truth Team today: https://t.co/09BpA6F9Ne https://t.co/Nxgp87o4iq,0.296,0.253,0.129,0.618,840,619,3
361,BarackObama,10/21/2016,Being able to stay on a parent's plan enables millions of young adults to make choices about their future with the… https://t.co/1lSzxCHZVf,0.0,0.0,0.0,1.0,839,619,3
362,BarackObama,10/21/2016,"""Because of Obamacare, another 20 million Americans now know the financial security of health insurance."" https://t.co/eNd6J8bMxm",0.34,0.138,0.0,0.862,838,619,3
363,BarackObama,10/20/2016,Stand up for the law that's helped 20 million more Americans gain health coverage. Join Team @Obamacare today: https://t.co/XiNXrgnPoF,0.7076,0.257,0.0,0.743,837,620,3
364,BarackObama,10/20/2016,"There's still more work to do, but let's celebrate how far we've come. https://t.co/kUVWn68kJw",0.7227,0.28,0.0,0.72,836,620,3
365,BarackObama,10/20/2016,LIVE: President Obama is in Miami talking about the progress made possible by the Affordable Care Act. https://t.co/7FsQXut07O,0.7184,0.273,0.0,0.727,835,620,3
366,BarackObama,10/20/2016,"RT @WhiteHouse: Each day, @POTUS reads 10 letters from Americans. Today, we're sharing some of the letters written about #ACA: https://t.co…",0.4215,0.123,0.0,0.877,834,620,3
367,BarackObama,10/20/2016,Tune in at 1:55 p.m. ET to watch President Obama speak about the successes of the Affordable Care Act. https://t.co/7FsQXut07O,0.7783,0.274,0.0,0.726,833,620,3
368,BarackObama,10/20/2016,There's a lot of misinformation floating around. Make sure you've got the facts—join the @OFA Truth Team:… https://t.co/SpfRFK5LWq,0.3182,0.22,0.11,0.67,832,620,3
369,BarackObama,10/19/2016,"From coast to coast, editorial boards are denouncing Senate obstructionism. Take a look: https://t.co/vqDr2bBiVr #DoYourJob",0.0,0.0,0.0,1.0,831,621,3
370,BarackObama,10/19/2016,"Our Supreme Court has been short a justice for far too long. #DoYourJob, Senate leaders. https://t.co/yJlejtHjr0",0.7906,0.35,0.0,0.65,830,621,3
371,BarackObama,10/19/2016,"RT @SecBurwell: Today, 20M more Americans have coverage thanks to the #ACA. Our uninsured rate is the lowest in our nation’s history. Lowes…",0.0772,0.109,0.098,0.792,829,621,3
372,BarackObama,10/19/2016,The need for a ninth justice is undeniably clear. #DoYourJob https://t.co/L1EBgNbh3Q,0.7184,0.429,0.0,0.571,828,621,3
373,BarackObama,10/18/2016,We can't afford to let this be the new normal. https://t.co/nJzyfz2Zlw #ActOnClimate,0.0,0.0,0.0,1.0,827,622,3
374,BarackObama,10/18/2016,Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now: https://t.co/JZnvlb080l #ActOnClimate,0.296,0.306,0.218,0.476,826,622,3
375,BarackObama,10/18/2016,"Climate change is real, but so is the progress we're making to #ActOnClimate. Let's keep it up. https://t.co/GOFKXQblGJ",0.6243,0.194,0.0,0.806,825,622,3
376,BarackObama,10/18/2016,This is just the latest step forward in the push to #ActOnClimate. https://t.co/UDInkidKkP,0.0,0.0,0.0,1.0,824,622,3
377,BarackObama,10/17/2016,Read why @FLOTUS is fighting to ensure that girls everywhere have access to quality education. https://t.co/xleq3HHSZt #LetGirlsLearn,0.0258,0.129,0.124,0.746,823,622,3
378,BarackObama,10/17/2016,"Wildfires in the next few decades could be ""unrecognizable"" to previous generations—because of climate change: https://t.co/vM3xM6mCf3",0.0,0.0,0.0,1.0,822,623,3
379,BarackObama,10/17/2016,Senate leaders are blocking the Supreme Court nomination for their own political gain—don't be silent: https://t.co/OMdTVim0TC #DoYourJob,0.25,0.17,0.123,0.708,821,623,3
380,BarackObama,10/17/2016,"RT @WhiteHouse: ""Nobody should be priced out of a higher education."" —@POTUS on the progress we've made: https://t.co/4YohVv7Qea https://t.…",0.4215,0.141,0.0,0.859,820,623,3
381,BarackObama,10/17/2016,RT @WHLive: Watch as @POTUS speaks on the progress made to ensure every student has the opportunity to realize their potential: https://t.c…,0.802,0.301,0.0,0.699,819,623,3
382,BarackObama,10/17/2016,Senate leaders have recognized Judge Garland's impeccable credentials in the past. He deserves a fair hearing and a… https://t.co/w9bPtpSmm7,0.3182,0.119,0.0,0.881,818,623,3
383,BarackObama,10/14/2016,We need a fully functional Supreme Court. Editorial boards across the country agree: https://t.co/BkLrNaTtzN #DoYourJob,0.749,0.347,0.0,0.653,817,626,3
384,BarackObama,10/14/2016,The American Bar Association gave Judge Garland its highest rating. Senate leaders: #DoYourJob and fill the #SCOTUS… https://t.co/iTVTqGIUvV,0.0,0.0,0.0,1.0,816,626,3
385,BarackObama,10/14/2016,Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now: https://t.co/7MDQGYgX2u #ActOnClimate,0.296,0.306,0.218,0.476,815,626,3
386,BarackObama,10/14/2016,"Cynics, take note: When we #ActOnClimate, we build a stronger future. https://t.co/wHHMdo2ro6",0.3182,0.202,0.101,0.698,814,626,3
387,BarackObama,10/13/2016,"""That’s how we will overcome the challenges we face: by unleashing the power of all of us for all of us."" Read more: https://t.co/VxpwLIR4uF",0.0772,0.053,0.0,0.947,813,627,3
388,BarackObama,10/13/2016,Check out the most recent editorial boards calling on Senate leaders to vote on Judge Garland: https://t.co/hzuhZYevfo #DoYourJob,0.0,0.0,0.0,1.0,812,627,3
389,BarackObama,10/13/2016,"Senate leaders have undercut the functionality of the Supreme Court, and that's unacceptable. #DoYourJob https://t.co/5HFXhgTMoP",0.1531,0.184,0.153,0.663,811,627,3
390,BarackObama,10/13/2016,Senate leaders' political games are handicapping the Supreme Court—and judgeships across the country. https://t.co/PhKOBKXLmS #DoYourJob,0.5574,0.205,0.0,0.795,810,627,3
391,BarackObama,10/13/2016,"RT @WIRED: After eight years in office, @POTUS remains optimistic about the world's future. His essay as WIRED’s guest editor: https://t.co…",0.3182,0.103,0.0,0.897,809,627,3
392,BarackObama,10/12/2016,LIVE: President Obama is speaking at a reception celebrating #HispanicHeritageMonth. https://t.co/FK0ytbKw1q,0.5719,0.291,0.0,0.709,808,628,3
393,BarackObama,10/12/2016,"RT @WhiteHouse: In honor of #HispanicHeritageMonth, we celebrate the progress that Hispanic Americans have made under @POTUS: https://t.co/…",0.8658,0.393,0.0,0.607,807,628,3
394,BarackObama,10/12/2016,Support the bold steps we're taking against climate change. Say you're ready to #ActOnClimate: https://t.co/EtwjaKgYFW,0.7783,0.394,0.0,0.606,806,628,3
395,BarackObama,10/12/2016,"Last week, more than 190 countries reached a landmark deal to reduce carbon pollution from aviation. https://t.co/LRYkXVw3rO #ActOnClimate",0.1779,0.153,0.0,0.847,805,628,3
396,BarackObama,10/12/2016,Let's leave our children and grandchildren a planet that's healthier than the one we have today. #ActOnClimate https://t.co/mP29bpRdU9,-0.0516,0.0,0.07,0.93,804,628,3
397,BarackObama,10/12/2016,Climate change's effects are devastating. Denying the science behind it does nothing to help. https://t.co/Rww40wwgD9 #ActOnClimate,-0.8384,0.0,0.408,0.592,803,628,3
398,BarackObama,10/11/2016,"""On behalf of Michelle and our family, G’mar Chatimah Tovah."" —President Obama #YomKippur",0.0,0.0,0.0,1.0,802,628,3
399,BarackObama,10/11/2016,"""LGBT individuals deserve to know their country stands beside them."" —President Obama #NationalComingOutDay https://t.co/op7nBzbaod",0.0,0.0,0.0,1.0,801,629,3
400,taylorswift13,06/24/2018,"Angels 😇 
@RobbieWilliams
https://t.co/A6rx5WA0ie",0.4588,0.333,0.0,0.667,1000,7,1
401,taylorswift13,05/25/2018,Amazing @JamesBayMusic! 👏👏👏👏👏👏👏👏👏👏👏👏👏 https://t.co/9RDrCEbKBc,0.6239,0.577,0.0,0.423,999,38,1
402,taylorswift13,05/22/2018,Thanks @vmagazine ❤️ See you tonight Seattle!! https://t.co/VB78rGXO7C,0.5399,0.303,0.0,0.697,998,41,1
403,taylorswift13,05/12/2018,RT @Variety: Taylor Swift Dazzles on Opening Night of 'Reputation' Tour @taylorswfit13 https://t.co/lGp9dgDYSr,0.2023,0.13,0.0,0.87,997,50,1
404,taylorswift13,05/12/2018,RT @RollingStone: Taylor Swift kicked off her 'Reputation' tour last night in Arizona. Rob Sheffield on why this trek is her finest yet htt…,-0.4215,0.066,0.131,0.803,996,50,1
405,taylorswift13,05/12/2018,RT @mercnews: Review: Taylor Swift delivers near-perfect pop show in Bay Area https://t.co/aOoOAMGCGV https://t.co/EQa5YuTRO9,0.2023,0.122,0.0,0.878,995,50,1
406,taylorswift13,05/11/2018,RT @charli_xcx: 💕CHARLI💕CAMILA💕TAYLOR💕 SEE U 2NIGHT SANTA CLARA !!!!!! https://t.co/dCaEIaFmRR,0.0,0.0,0.0,1.0,994,51,1
407,taylorswift13,05/05/2018,"RT @Camila_Cabello: ALSO ""10 SONGS FROM PAST ALBUMS"" MY HEAD IS SPINNING?!! WILL A HEY STEPHEN, OR CHANGE BE THROWN IN? ENCHANTED?! LONG LI…",0.0,0.0,0.0,1.0,993,58,1
408,taylorswift13,05/05/2018,RT @Camila_Cabello: THERE’S FOUR DAYS TILL THE REPUTATION TOUR HOLD MY WIG,0.0,0.0,0.0,1.0,992,58,1
409,taylorswift13,04/11/2018,It's National Siblings Day! Check out Austin's movie 😁 https://t.co/Zqx5hLj6of,0.5093,0.202,0.0,0.798,991,82,1
410,taylorswift13,03/30/2018,Vertical video for #Delicate out now. Only on @Spotify ✨ https://t.co/ZHvrH7k1PN https://t.co/nhcfIv97gR,0.3182,0.173,0.0,0.827,990,94,1
411,taylorswift13,03/29/2018,New video for #Delicate at midnight EST tonight. Only on @spotify  ✨ https://t.co/AHEY6LOSTz,0.3182,0.161,0.0,0.839,989,95,1
412,taylorswift13,03/12/2018,I know that it’s delicate... https://t.co/0H5EpgcFtd,0.0,0.0,0.0,1.0,988,112,1
413,taylorswift13,03/11/2018,DELICATE VIDEO WORLD PREMIERE ON @iHeartRadio MUSIC AWARDS ON @TBSNetwork!!! ✨💃✨ https://t.co/hhILI7bwn9,0.7609,0.395,0.0,0.605,987,112,1
414,taylorswift13,03/05/2018,✨✨✨✨✨✨✨✨✨✨✨✨✨ https://t.co/KHNRCaKfU0,0.0,0.0,0.0,1.0,986,119,1
415,taylorswift13,03/01/2018,I have a very exciting update to share... @Camila_Cabello and @charli_xcx will be the opening acts on the… https://t.co/cN3Wfgbvb3,0.5413,0.179,0.0,0.821,985,122,1
416,taylorswift13,02/05/2018,"Songs I’m loving right now 🎶
https://t.co/K62TYfJht6",0.5994,0.358,0.0,0.642,984,146,1
417,taylorswift13,01/12/2018,#EndGameMusicVideo out now. @edsheeran @1future https://t.co/z6EiFsLniY,0.0,0.0,0.0,1.0,983,171,1
418,taylorswift13,01/11/2018,"Tonight at midnight eastern. #EndGameMusicVideo
@1future @edsheeran https://t.co/XHRS02IXfY",0.0,0.0,0.0,1.0,982,172,1
419,taylorswift13,12/24/2017,RT @taylornation13: #TheSwiftLife is now available for Android! Get it on Google Play now: https://t.co/qguJHJ3qPL https://t.co/93evBchcNl,0.4003,0.152,0.0,0.848,981,190,2
420,taylorswift13,06/24/2018,"Angels 😇 
@RobbieWilliams
https://t.co/A6rx5WA0ie",0.4588,0.333,0.0,0.667,980,7,1
421,taylorswift13,05/25/2018,Amazing @JamesBayMusic! 👏👏👏👏👏👏👏👏👏👏👏👏👏 https://t.co/9RDrCEbKBc,0.6239,0.577,0.0,0.423,979,38,1
422,taylorswift13,05/22/2018,Thanks @vmagazine ❤️ See you tonight Seattle!! https://t.co/VB78rGXO7C,0.5399,0.303,0.0,0.697,978,41,1
423,taylorswift13,05/12/2018,RT @Variety: Taylor Swift Dazzles on Opening Night of 'Reputation' Tour @taylorswfit13 https://t.co/lGp9dgDYSr,0.2023,0.13,0.0,0.87,977,50,1
424,taylorswift13,05/12/2018,RT @RollingStone: Taylor Swift kicked off her 'Reputation' tour last night in Arizona. Rob Sheffield on why this trek is her finest yet htt…,-0.4215,0.066,0.131,0.803,976,50,1
425,taylorswift13,05/12/2018,RT @mercnews: Review: Taylor Swift delivers near-perfect pop show in Bay Area https://t.co/aOoOAMGCGV https://t.co/EQa5YuTRO9,0.2023,0.122,0.0,0.878,975,50,1
426,taylorswift13,05/11/2018,RT @charli_xcx: 💕CHARLI💕CAMILA💕TAYLOR💕 SEE U 2NIGHT SANTA CLARA !!!!!! https://t.co/dCaEIaFmRR,0.0,0.0,0.0,1.0,974,51,1
427,taylorswift13,05/05/2018,"RT @Camila_Cabello: ALSO ""10 SONGS FROM PAST ALBUMS"" MY HEAD IS SPINNING?!! WILL A HEY STEPHEN, OR CHANGE BE THROWN IN? ENCHANTED?! LONG LI…",0.0,0.0,0.0,1.0,973,58,1
428,taylorswift13,05/05/2018,RT @Camila_Cabello: THERE’S FOUR DAYS TILL THE REPUTATION TOUR HOLD MY WIG,0.0,0.0,0.0,1.0,972,58,1
429,taylorswift13,04/11/2018,It's National Siblings Day! Check out Austin's movie 😁 https://t.co/Zqx5hLj6of,0.5093,0.202,0.0,0.798,971,82,1
430,taylorswift13,03/30/2018,Vertical video for #Delicate out now. Only on @Spotify ✨ https://t.co/ZHvrH7k1PN https://t.co/nhcfIv97gR,0.3182,0.173,0.0,0.827,970,94,1
431,taylorswift13,03/29/2018,New video for #Delicate at midnight EST tonight. Only on @spotify  ✨ https://t.co/AHEY6LOSTz,0.3182,0.161,0.0,0.839,969,95,1
432,taylorswift13,03/12/2018,I know that it’s delicate... https://t.co/0H5EpgcFtd,0.0,0.0,0.0,1.0,968,112,1
433,taylorswift13,03/11/2018,DELICATE VIDEO WORLD PREMIERE ON @iHeartRadio MUSIC AWARDS ON @TBSNetwork!!! ✨💃✨ https://t.co/hhILI7bwn9,0.7609,0.395,0.0,0.605,967,112,1
434,taylorswift13,03/05/2018,✨✨✨✨✨✨✨✨✨✨✨✨✨ https://t.co/KHNRCaKfU0,0.0,0.0,0.0,1.0,966,119,1
435,taylorswift13,03/01/2018,I have a very exciting update to share... @Camila_Cabello and @charli_xcx will be the opening acts on the… https://t.co/cN3Wfgbvb3,0.5413,0.179,0.0,0.821,965,122,1
436,taylorswift13,02/05/2018,"Songs I’m loving right now 🎶
https://t.co/K62TYfJht6",0.5994,0.358,0.0,0.642,964,146,1
437,taylorswift13,01/12/2018,#EndGameMusicVideo out now. @edsheeran @1future https://t.co/z6EiFsLniY,0.0,0.0,0.0,1.0,963,171,1
438,taylorswift13,01/11/2018,"Tonight at midnight eastern. #EndGameMusicVideo
@1future @edsheeran https://t.co/XHRS02IXfY",0.0,0.0,0.0,1.0,962,172,1
439,taylorswift13,12/24/2017,RT @taylornation13: #TheSwiftLife is now available for Android! Get it on Google Play now: https://t.co/qguJHJ3qPL https://t.co/93evBchcNl,0.4003,0.152,0.0,0.848,961,190,2
440,taylorswift13,12/16/2017,RT @AppStore: .@taylorswift13's first app has arrived—and it’s only on the App Store. (Early reviews are in: Meredith and Olivia give it tw…,0.0,0.0,0.0,1.0,960,197,2
441,taylorswift13,12/13/2017,North American dates on sale now! https://t.co/o8bU3G9HMl https://t.co/4ZV2mczOPt,0.0,0.0,0.0,1.0,959,201,2
442,taylorswift13,12/11/2017,RT @RIAA: Congratulations @taylorswift13. #reputation is 3X Platinum + RIAA’s top certified 2017 album to date! @BigMachine https://t.co/D1…,0.7177,0.285,0.0,0.715,958,203,2
443,taylorswift13,12/11/2017,RT @RIAA: There’s more! Look What You Made Me Do is 3X Platinum + ... Ready For It? is Platinum @taylorswift13! @BigMachine https://t.co/St…,0.4738,0.128,0.0,0.872,957,203,2
444,taylorswift13,12/11/2017,RT @RIAA: #Fearless joins the RIAA 10X Diamond club! @taylorswift13! @BigMachine https://t.co/DSnfIt2Nmc,0.4559,0.213,0.0,0.787,956,203,2
445,taylorswift13,12/07/2017,"RT @taylornation13: 🚗❤️🚨 The perfect road trip song! Watch @taylorswift13 find her “Getaway Car” breakthrough on #TaylorSwiftNOW, only from…",0.6114,0.182,0.0,0.818,955,207,2
